[08-10-24 12:16:56.484] LOG  : General     , 1728382616484> 0> RuggedRecipes.BakedPotato: DisplayCategory, FoodP.
[08-10-24 12:16:56.502] LOG  : General     , 1728382616502> 0> SAPPHEATER.HeaterMag3: DisplayCategory, LitR.
[08-10-24 12:16:56.502] LOG  : General     , 1728382616502> 0> filcher.SFBeetPot: DisplayCategory, FoodN.
[08-10-24 12:16:56.502] LOG  : General     , 1728382616502> 0> filcher.CoffeeGrainsCooked: DisplayCategory, FoodN.
[08-10-24 12:16:56.502] LOG  : General     , 1728382616502> 0> filcher.CoffeeGrains: DisplayCategory, FoodN.
[08-10-24 12:16:56.502] LOG  : General     , 1728382616502> 0> filcher.Cauliflower: DisplayCategory, FoodP.
[08-10-24 12:16:56.502] LOG  : General     , 1728382616502> 0> filcher.TeaLeaves: DisplayCategory, FoodN.
[08-10-24 12:16:56.502] LOG  : General     , 1728382616502> 0> filcher.Beetroot: DisplayCategory, FoodP.
[08-10-24 12:16:56.502] LOG  : General     , 1728382616502> 0> filcher.SFBeetSyrupPot: DisplayCategory, FoodN.
[08-10-24 12:16:56.502] LOG  : General     , 1728382616502> 0> TAD.BobTA_Arm_Wave_Two_Mag: DisplayCategory, LitR.
[08-10-24 12:16:56.502] LOG  : General     , 1728382616502> 0> TAD.OpenKosmotsars: DisplayCategory, FoodN.
[08-10-24 12:16:56.502] LOG  : General     , 1728382616502> 0> MoreTraits.ZombPatty: DisplayCategory, FoodP.
[08-10-24 12:16:56.502] LOG  : General     , 1728382616502> 0> USMIL.emptyWaterCan0: DisplayCategory, Container.
[08-10-24 12:16:56.502] LOG  : General     , 1728382616502> 0> USMIL.emptyGasCan0: DisplayCategory, Container.
[08-10-24 12:16:56.502] LOG  : General     , 1728382616502> 0> USMIL.WaterCan0: DisplayCategory, FoodB.
[08-10-24 12:16:56.502] LOG  : General     , 1728382616502> 0> WellsConstruction.WellsConstructionMag: DisplayCategory, LitR.
[08-10-24 12:16:56.502] LOG  : General     , 1728382616502> 0> --- BetterSorting End ---.
[08-10-24 12:16:56.503] LOG  : General     , 1728382616503> 0> Base.Hat_M1_Helmet: Insulation, 0.22499999403953552.
[08-10-24 12:16:56.503] LOG  : General     , 1728382616503> 0> Base.Hat_M1_Helmet_Ori: Insulation, 0.22499999403953552.
[08-10-24 12:16:56.503] LOG  : General     , 1728382616503> 0> Base.Hat_FAST_Opscore: Insulation, 0.22499999403953552.
[08-10-24 12:16:56.503] LOG  : General     , 1728382616503> 0> Base.Hat_PSGT_Helmet: Insulation, 0.22499999403953552.
[08-10-24 12:16:56.503] LOG  : General     , 1728382616503> 0> Base.Hat_PSGT_Helmet_Camo: Insulation, 0.22499999403953552.
[08-10-24 12:16:56.503] LOG  : General     , 1728382616503> 0> Base.Hat_Gentex_Helmet: Insulation, 0.22499999403953552.
[08-10-24 12:16:56.503] LOG  : General     , 1728382616503> 0> Base.Hat_HGU56: Insulation, 0.22499999403953552.
[08-10-24 12:16:56.503] LOG  : General     , 1728382616503> 0> Base.Hat_HGU56_Visor: Insulation, 0.22499999403953552.
[08-10-24 12:16:56.503] LOG  : General     , 1728382616503> 0> Base.Viper_Helmet: Insulation, 0.22499999403953552.
[08-10-24 12:16:56.503] LOG  : General     , 1728382616503> 0> Base.Wolf_Helmet: Insulation, 0.22499999403953552.
[08-10-24 12:16:56.503] LOG  : General     , 1728382616503> 0> Base.Maska_1_Helmet: Insulation, 0.22499999403953552.
[08-10-24 12:16:56.503] LOG  : General     , 1728382616503> 0> Base.6B6_Helmet: Insulation, 0.22499999403953552.
[08-10-24 12:16:56.503] LOG  : General     , 1728382616503> 0> Base.1916_Helmet: Insulation, 0.22499999403953552.
[08-10-24 12:16:56.503] LOG  : General     , 1728382616503> 0> Base.1916_Helmet_ON: Insulation, 0.22499999403953552.
[08-10-24 12:16:56.503] LOG  : General     , 1728382616503> 0> Base.EOD_Helmet: Insulation, 0.22499999403953552.
[08-10-24 12:16:56.504] LOG  : General     , 1728382616504> 0> Base.Armor_Defender: Insulation, 0.12999999523162842.
[08-10-24 12:16:56.504] LOG  : General     , 1728382616504> 0> Base.Armor_Defender_Set: Insulation, 0.12999999523162842.
[08-10-24 12:16:56.504] LOG  : General     , 1728382616504> 0> Base.Bag_Plate_Carrier: Insulation, 0.06999999880790711.
[08-10-24 12:16:56.504] LOG  : General     , 1728382616504> 0> Base.Armor_6B13: Insulation, 0.12999999523162842.
[08-10-24 12:16:56.504] LOG  : General     , 1728382616504> 0> Base.Sheriff_Vest: Insulation, 0.12999999523162842.
[08-10-24 12:16:56.504] LOG  : General     , 1728382616504> 0> Base.Sheriff_Vest_Full: Insulation, 0.12999999523162842.
[08-10-24 12:16:56.504] LOG  : General     , 1728382616504> 0> Base.SET_Armor: Insulation, 0.12999999523162842.
[08-10-24 12:16:56.504] LOG  : General     , 1728382616504> 0> Base.SET_Armor_FULL: Insulation, 0.12999999523162842.
[08-10-24 12:16:56.504] LOG  : General     , 1728382616504> 0> Base.Wolf_Plate_Carrier: Insulation, 0.12999999523162842.
[08-10-24 12:16:56.504] LOG  : General     , 1728382616504> 0> Base.Wolf_Plate_Carrier_B: Insulation, 0.12999999523162842.
[08-10-24 12:16:56.504] LOG  : General     , 1728382616504> 0> Base.EOD_Armor: Insulation, 0.1899999976158142.
[08-10-24 12:16:56.504] LOG  : General     , 1728382616504> 0> Base.JUGG_Armor: Insulation, 0.1899999976158142.
[08-10-24 12:16:56.504] LOG  : General     , 1728382616504> 0> Base.Hunter_Armor: Insulation, 0.12999999523162842.
[08-10-24 12:16:56.504] LOG  : General     , 1728382616504> 0> Base.Armor_Dozer: Insulation, 0.1899999976158142.
[08-10-24 12:16:56.504] LOG  : General     , 1728382616504> 0> Base.EXO_Suit: Insulation, 0.12999999523162842.
[08-10-24 12:16:56.504] LOG  : General     , 1728382616504> 0> Base.EXO_Suit_ON: Insulation, 0.12999999523162842.
[08-10-24 12:16:56.504] LOG  : General     , 1728382616504> 0> Base.Ashe_Jacket: Insulation, 0.10499999821186065.
[08-10-24 12:16:56.505] LOG  : General     , 1728382616505> 0> Base.Ashe_Jacket_ON: Insulation, 0.10499999821186065.
[08-10-24 12:16:56.505] LOG  : General     , 1728382616505> 0> Base.Ashe_Cloak: Insulation, 0.10499999821186065.
[08-10-24 12:16:56.505] LOG  : General     , 1728382616505> 0> Base.Ashe_Cloak_ON: Insulation, 0.10499999821186065.
[08-10-24 12:16:56.505] LOG  : General     , 1728382616505> 0> Base.Ashe_Hat: Insulation, 0.04500000178813934.
[08-10-24 12:16:56.505] LOG  : General     , 1728382616505> 0> Base.Ashe_Jeans: Insulation, 0.10499999821186065.
[08-10-24 12:16:56.505] LOG  : General     , 1728382616505> 0> Base.Bandana_Mask: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.505] LOG  : General     , 1728382616505> 0> Base.Bandana_Mask_Half: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.505] LOG  : General     , 1728382616505> 0> Base.Bandana_Mask_Camo: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.505] LOG  : General     , 1728382616505> 0> Base.Bandana_Mask_Half_Camo: Insulation, 0.3.
[08-10-24 12:16:56.505] LOG  : General     , 1728382616505> 0> Base.Bandana_Mask_Other: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.505] LOG  : General     , 1728382616505> 0> Base.Bandana_Mask_Half_Other: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.505] LOG  : General     , 1728382616505> 0> Base.Balaclava_Mask_1: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.505] LOG  : General     , 1728382616505> 0> Base.Balaclava_Mask_2: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.505] LOG  : General     , 1728382616505> 0> Base.Balaclava_Mask_3: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.505] LOG  : General     , 1728382616505> 0> Base.Balaclava_Mask_4: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.505] LOG  : General     , 1728382616505> 0> Base.Balaclava_Mask_5: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.505] LOG  : General     , 1728382616505> 0> Base.Balaclava_Mask_6: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.505] LOG  : General     , 1728382616505> 0> Base.Scarf_Mask: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.506] LOG  : General     , 1728382616506> 0> Base.Scarf_Mask_ON: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.506] LOG  : General     , 1728382616506> 0> Base.Scarf_Mask_Camo: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.506] LOG  : General     , 1728382616506> 0> Base.Scarf_Mask_Camo_ON: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.506] LOG  : General     , 1728382616506> 0> Base.Scarf_Mask_Hunting: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.506] LOG  : General     , 1728382616506> 0> Base.Scarf_Mask_Hunting_ON: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.506] LOG  : General     , 1728382616506> 0> Base.Scarf_Mask_Casual: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.506] LOG  : General     , 1728382616506> 0> Base.Scarf_Mask_Casual_ON: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.506] LOG  : General     , 1728382616506> 0> Base.Scarf_Mask_Ashe: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.506] LOG  : General     , 1728382616506> 0> Base.Scarf_Mask_Ashe_ON: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.506] LOG  : General     , 1728382616506> 0> Base.Hunter_Mask: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.506] LOG  : General     , 1728382616506> 0> Base.Hunter_Mask_ON: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.506] LOG  : General     , 1728382616506> 0> Base.Chain_Mask: Insulation, 0.24000000357627868.
[08-10-24 12:16:56.506] LOG  : General     , 1728382616506> 0> Base.Suit_Chempak: Insulation, 0.3.
[08-10-24 12:16:56.506] LOG  : General     , 1728382616506> 0> Base.Chempak_Blauer: Insulation, 0.29700000286102296.
[08-10-24 12:16:56.506] LOG  : General     , 1728382616506> 0> Base.Chempak_Blauer_ON: Insulation, 0.29700000286102296.
[08-10-24 12:16:56.506] LOG  : General     , 1728382616506> 0> Base.Chempak_BRN: Insulation, 0.29700000286102296.
