[29-09-24 19:30:37.572] LOG  : General     , 1727631037572> 0> Tsarcraft.VinylMaxPayne: DisplayCategory, MediaA.
[29-09-24 19:30:37.575] LOG  : General     , 1727631037575> 0> damnCraft.DoorSchematics: DisplayCategory, LitR.
[29-09-24 19:30:37.575] LOG  : General     , 1727631037575> 0> damnCraft.HoodSchematics: DisplayCategory, LitR.
[29-09-24 19:30:37.576] LOG  : General     , 1727631037576> 0> damnCraft.MufflerSchematics: DisplayCategory, LitR.
[29-09-24 19:30:37.576] LOG  : General     , 1727631037576> 0> damnCraft.BumperSchematics: DisplayCategory, LitR.
[29-09-24 19:30:37.576] LOG  : General     , 1727631037576> 0> damnCraft.TrunkLidSchematics: DisplayCategory, LitR.
[29-09-24 19:30:37.576] LOG  : General     , 1727631037576> 0> damnCraft.SeatSchematics: DisplayCategory, LitR.
[29-09-24 19:30:37.576] LOG  : General     , 1727631037576> 0> damnCraft.WindowSchematics: DisplayCategory, LitR.
[29-09-24 19:30:37.576] LOG  : General     , 1727631037576> 0> Handycraft.EnginePartsMag: DisplayCategory, LitR.
[29-09-24 19:30:37.576] LOG  : General     , 1727631037576> 0> Handycraft.Firewood: DisplayCategory, FoodN.
[29-09-24 19:30:37.576] LOG  : General     , 1727631037576> 0> dtitems.DTAngerBook5: DisplayCategory, LitR.
[29-09-24 19:30:37.576] LOG  : General     , 1727631037576> 0> dtitems.DTAngerBook4: DisplayCategory, LitR.
[29-09-24 19:30:37.576] LOG  : General     , 1727631037576> 0> dtitems.DTAngerBook1: DisplayCategory, LitR.
[29-09-24 19:30:37.576] LOG  : General     , 1727631037576> 0> dtitems.DTBoredomBook2: DisplayCategory, LitR.
[29-09-24 19:30:37.576] LOG  : General     , 1727631037576> 0> dtitems.DTAngerBook3: DisplayCategory, LitR.
[29-09-24 19:30:37.576] LOG  : General     , 1727631037576> 0> dtitems.DTBoredomBook1: DisplayCategory, LitR.
[29-09-24 19:30:37.576] LOG  : General     , 1727631037576> 0> dtitems.DTAngerBook2: DisplayCategory, LitR.
[29-09-24 19:30:37.576] LOG  : General     , 1727631037576> 0> dtitems.DTBoredomBook4: DisplayCategory, LitR.
[29-09-24 19:30:37.576] LOG  : General     , 1727631037576> 0> dtitems.DTBoredomBook3: DisplayCategory, LitR.
[29-09-24 19:30:37.576] LOG  : General     , 1727631037576> 0> dtitems.DTBoredomBook5: DisplayCategory, LitR.
[29-09-24 19:30:37.577] LOG  : General     , 1727631037577> 0> dtitems.DTStressBook2: DisplayCategory, LitR.
[29-09-24 19:30:37.577] LOG  : General     , 1727631037577> 0> dtitems.DTUnhappynessBook5: DisplayCategory, LitR.
[29-09-24 19:30:37.577] LOG  : General     , 1727631037577> 0> dtitems.DTStressBook1: DisplayCategory, LitR.
[29-09-24 19:30:37.577] LOG  : General     , 1727631037577> 0> dtitems.DTStressBook4: DisplayCategory, LitR.
[29-09-24 19:30:37.577] LOG  : General     , 1727631037577> 0> dtitems.DTUnhappynessBook3: DisplayCategory, LitR.
[29-09-24 19:30:37.577] LOG  : General     , 1727631037577> 0> dtitems.DTStressBook3: DisplayCategory, LitR.
[29-09-24 19:30:37.577] LOG  : General     , 1727631037577> 0> dtitems.DTUnhappynessBook4: DisplayCategory, LitR.
[29-09-24 19:30:37.577] LOG  : General     , 1727631037577> 0> dtitems.DTUnhappynessBook1: DisplayCategory, LitR.
[29-09-24 19:30:37.577] LOG  : General     , 1727631037577> 0> dtitems.DTUnhappynessBook2: DisplayCategory, LitR.
[29-09-24 19:30:37.577] LOG  : General     , 1727631037577> 0> dtitems.DTStressBook5: DisplayCategory, LitR.
[29-09-24 19:30:37.577] LOG  : General     , 1727631037577> 0> ExtraBooks.EBBlunt1: DisplayCategory, LitS.
[29-09-24 19:30:37.577] LOG  : General     , 1727631037577> 0> ExtraBooks.EBBlunt2: DisplayCategory, LitS.
[29-09-24 19:30:37.577] LOG  : General     , 1727631037577> 0> ExtraBooks.EBBlunt3: DisplayCategory, LitS.
[29-09-24 19:30:37.577] LOG  : General     , 1727631037577> 0> ExtraBooks.EBStrength1: DisplayCategory, LitS.
[29-09-24 19:30:37.577] LOG  : General     , 1727631037577> 0> ExtraBooks.EBStrength4: DisplayCategory, LitS.
[29-09-24 19:30:37.577] LOG  : General     , 1727631037577> 0> ExtraBooks.EBStrength5: DisplayCategory, LitS.
[29-09-24 19:30:37.577] LOG  : General     , 1727631037577> 0> ExtraBooks.EBStrength2: DisplayCategory, LitS.
[29-09-24 19:30:37.577] LOG  : General     , 1727631037577> 0> ExtraBooks.EBStrength3: DisplayCategory, LitS.
[29-09-24 19:30:37.578] LOG  : General     , 1727631037578> 0> ExtraBooks.EBFitness1: DisplayCategory, LitS.
[29-09-24 19:30:37.578] LOG  : General     , 1727631037578> 0> ExtraBooks.EBFitness2: DisplayCategory, LitS.
[29-09-24 19:30:37.578] LOG  : General     , 1727631037578> 0> ExtraBooks.EBFitness3: DisplayCategory, LitS.
[29-09-24 19:30:37.578] LOG  : General     , 1727631037578> 0> ExtraBooks.EBFitness4: DisplayCategory, LitS.
[29-09-24 19:30:37.578] LOG  : General     , 1727631037578> 0> ExtraBooks.EBFitness5: DisplayCategory, LitS.
[29-09-24 19:30:37.578] LOG  : General     , 1727631037578> 0> ExtraBooks.EBSmallBlunt5: DisplayCategory, LitS.
[29-09-24 19:30:37.578] LOG  : General     , 1727631037578> 0> ExtraBooks.EBSmallBlunt4: DisplayCategory, LitS.
[29-09-24 19:30:37.578] LOG  : General     , 1727631037578> 0> ExtraBooks.EBSprinting2: DisplayCategory, LitS.
[29-09-24 19:30:37.578] LOG  : General     , 1727631037578> 0> ExtraBooks.EBSmallBlunt3: DisplayCategory, LitS.
[29-09-24 19:30:37.578] LOG  : General     , 1727631037578> 0> ExtraBooks.EBSprinting1: DisplayCategory, LitS.
[29-09-24 19:30:37.578] LOG  : General     , 1727631037578> 0> ExtraBooks.EBBlunt4: DisplayCategory, LitS.
[29-09-24 19:30:37.579] LOG  : General     , 1727631037579> 0> ExtraBooks.EBSmallBlunt2: DisplayCategory, LitS.
[29-09-24 19:30:37.579] LOG  : General     , 1727631037579> 0> ExtraBooks.EBBlunt5: DisplayCategory, LitS.
[29-09-24 19:30:37.579] LOG  : General     , 1727631037579> 0> ExtraBooks.EBSmallBlunt1: DisplayCategory, LitS.
[29-09-24 19:30:37.579] LOG  : General     , 1727631037579> 0> ExtraBooks.EBSprinting4: DisplayCategory, LitS.
[29-09-24 19:30:37.579] LOG  : General     , 1727631037579> 0> ExtraBooks.EBSprinting3: DisplayCategory, LitS.
[29-09-24 19:30:37.579] LOG  : General     , 1727631037579> 0> ExtraBooks.EBSprinting5: DisplayCategory, LitS.
[29-09-24 19:30:37.579] LOG  : General     , 1727631037579> 0> ExtraBooks.EBReloading4: DisplayCategory, LitS.
[29-09-24 19:30:37.579] LOG  : General     , 1727631037579> 0> ExtraBooks.EBLongBlade2: DisplayCategory, LitS.
[29-09-24 19:30:37.579] LOG  : General     , 1727631037579> 0> ExtraBooks.EBReloading5: DisplayCategory, LitS.
[29-09-24 19:30:37.579] LOG  : General     , 1727631037579> 0> ExtraBooks.EBLongBlade1: DisplayCategory, LitS.
[29-09-24 19:30:37.579] LOG  : General     , 1727631037579> 0> ExtraBooks.EBLongBlade5: DisplayCategory, LitS.
[29-09-24 19:30:37.580] LOG  : General     , 1727631037580> 0> ExtraBooks.EBLongBlade4: DisplayCategory, LitS.
[29-09-24 19:30:37.580] LOG  : General     , 1727631037580> 0> ExtraBooks.EBLongBlade3: DisplayCategory, LitS.
[29-09-24 19:30:37.580] LOG  : General     , 1727631037580> 0> ExtraBooks.EBReloading1: DisplayCategory, LitS.
[29-09-24 19:30:37.580] LOG  : General     , 1727631037580> 0> ExtraBooks.EBReloading2: DisplayCategory, LitS.
[29-09-24 19:30:37.580] LOG  : General     , 1727631037580> 0> ExtraBooks.EBReloading3: DisplayCategory, LitS.
[29-09-24 19:30:37.580] LOG  : General     , 1727631037580> 0> ExtraBooks.EBLightfooted1: DisplayCategory, LitS.
[29-09-24 19:30:37.580] LOG  : General     , 1727631037580> 0> ExtraBooks.EBAxe5: DisplayCategory, LitS.
[29-09-24 19:30:37.580] LOG  : General     , 1727631037580> 0> ExtraBooks.EBAxe4: DisplayCategory, LitS.
[29-09-24 19:30:37.580] LOG  : General     , 1727631037580> 0> ExtraBooks.EBLightfooted5: DisplayCategory, LitS.
[29-09-24 19:30:37.580] LOG  : General     , 1727631037580> 0> ExtraBooks.EBAxe3: DisplayCategory, LitS.
[29-09-24 19:30:37.580] LOG  : General     , 1727631037580> 0> ExtraBooks.EBLightfooted4: DisplayCategory, LitS.
[29-09-24 19:30:37.580] LOG  : General     , 1727631037580> 0> ExtraBooks.EBAxe2: DisplayCategory, LitS.
[29-09-24 19:30:37.580] LOG  : General     , 1727631037580> 0> ExtraBooks.EBLightfooted3: DisplayCategory, LitS.
[29-09-24 19:30:37.580] LOG  : General     , 1727631037580> 0> ExtraBooks.EBAxe1: DisplayCategory, LitS.
[29-09-24 19:30:37.581] LOG  : General     , 1727631037581> 0> ExtraBooks.EBLightfooted2: DisplayCategory, LitS.
[29-09-24 19:30:37.581] LOG  : General     , 1727631037581> 0> ExtraBooks.EBMaintance3: DisplayCategory, LitS.
[29-09-24 19:30:37.581] LOG  : General     , 1727631037581> 0> ExtraBooks.EBMaintance4: DisplayCategory, LitS.
[29-09-24 19:30:37.581] LOG  : General     , 1727631037581> 0> ExtraBooks.EBMaintance1: DisplayCategory, LitS.
[29-09-24 19:30:37.581] LOG  : General     , 1727631037581> 0> ExtraBooks.EBMaintance2: DisplayCategory, LitS.
[29-09-24 19:30:37.581] LOG  : General     , 1727631037581> 0> ExtraBooks.EBMaintance5: DisplayCategory, LitS.
[29-09-24 19:30:37.581] LOG  : General     , 1727631037581> 0> ExtraBooks.EBNimble1: DisplayCategory, LitS.
[29-09-24 19:30:37.581] LOG  : General     , 1727631037581> 0> ExtraBooks.EBNimble2: DisplayCategory, LitS.
[29-09-24 19:30:37.581] LOG  : General     , 1727631037581> 0> ExtraBooks.EBNimble3: DisplayCategory, LitS.
[29-09-24 19:30:37.581] LOG  : General     , 1727631037581> 0> ExtraBooks.EBNimble4: DisplayCategory, LitS.
[29-09-24 19:30:37.581] LOG  : General     , 1727631037581> 0> ExtraBooks.EBNimble5: DisplayCategory, LitS.
[29-09-24 19:30:37.581] LOG  : General     , 1727631037581> 0> ExtraBooks.EBSpear4: DisplayCategory, LitS.
[29-09-24 19:30:37.581] LOG  : General     , 1727631037581> 0> ExtraBooks.EBSmallBlade3: DisplayCategory, LitS.
[29-09-24 19:30:37.581] LOG  : General     , 1727631037581> 0> ExtraBooks.EBSpear5: DisplayCategory, LitS.
[29-09-24 19:30:37.581] LOG  : General     , 1727631037581> 0> ExtraBooks.EBSmallBlade2: DisplayCategory, LitS.
[29-09-24 19:30:37.581] LOG  : General     , 1727631037581> 0> ExtraBooks.EBSmallBlade5: DisplayCategory, LitS.
[29-09-24 19:30:37.581] LOG  : General     , 1727631037581> 0> ExtraBooks.EBSneaking2: DisplayCategory, LitS.
[29-09-24 19:30:37.581] LOG  : General     , 1727631037581> 0> ExtraBooks.EBSmallBlade4: DisplayCategory, LitS.
[29-09-24 19:30:37.581] LOG  : General     , 1727631037581> 0> ExtraBooks.EBSneaking1: DisplayCategory, LitS.
[29-09-24 19:30:37.582] LOG  : General     , 1727631037582> 0> ExtraBooks.EBSmallBlade1: DisplayCategory, LitS.
[29-09-24 19:30:37.582] LOG  : General     , 1727631037582> 0> ExtraBooks.EBFirearm5: DisplayCategory, LitS.
[29-09-24 19:30:37.582] LOG  : General     , 1727631037582> 0> ExtraBooks.EBFirearm3: DisplayCategory, LitS.
[29-09-24 19:30:37.582] LOG  : General     , 1727631037582> 0> ExtraBooks.EBSneaking4: DisplayCategory, LitS.
[29-09-24 19:30:37.582] LOG  : General     , 1727631037582> 0> ExtraBooks.EBFirearm4: DisplayCategory, LitS.
[29-09-24 19:30:37.582] LOG  : General     , 1727631037582> 0> ExtraBooks.EBSpear1: DisplayCategory, LitS.
[29-09-24 19:30:37.582] LOG  : General     , 1727631037582> 0> ExtraBooks.EBSneaking3: DisplayCategory, LitS.
[29-09-24 19:30:37.582] LOG  : General     , 1727631037582> 0> ExtraBooks.EBFirearm1: DisplayCategory, LitS.
[29-09-24 19:30:37.582] LOG  : General     , 1727631037582> 0> ExtraBooks.EBSpear2: DisplayCategory, LitS.
[29-09-24 19:30:37.582] LOG  : General     , 1727631037582> 0> ExtraBooks.EBFirearm2: DisplayCategory, LitS.
[29-09-24 19:30:37.582] LOG  : General     , 1727631037582> 0> ExtraBooks.EBSpear3: DisplayCategory, LitS.
[29-09-24 19:30:37.582] LOG  : General     , 1727631037582> 0> ExtraBooks.EBSneaking5: DisplayCategory, LitS.
[29-09-24 19:30:37.582] LOG  : General     , 1727631037582> 0> FunctionalAppliances.FAFriedChickenTenders: DisplayCategory, FoodP.
[29-09-24 19:30:37.582] LOG  : General     , 1727631037582> 0> FunctionalAppliances.FAFriedDoughboy: DisplayCategory, FoodP.
[29-09-24 19:30:37.582] LOG  : General     , 1727631037582> 0> FunctionalAppliances.FASwillerLiteBeerBottle: DisplayCategory, FoodN.
[29-09-24 19:30:37.583] LOG  : General     , 1727631037583> 0> FunctionalAppliances.FAHotDrinkCappuccinoTeacup: DisplayCategory, FoodN.
[29-09-24 19:30:37.583] LOG  : General     , 1727631037583> 0> FunctionalAppliances.FAHotDrinkEspressoRed: DisplayCategory, FoodN.
[29-09-24 19:30:37.583] LOG  : General     , 1727631037583> 0> FunctionalAppliances.FAHotDrinkCappuccinoMugl: DisplayCategory, FoodN.
[29-09-24 19:30:37.583] LOG  : General     , 1727631037583> 0> FunctionalAppliances.FAFriedChickenFillet: DisplayCategory, FoodP.
[29-09-24 19:30:37.583] LOG  : General     , 1727631037583> 0> FunctionalAppliances.FAHotDrinkLatteWhite: DisplayCategory, FoodN.
[29-09-24 19:30:37.583] LOG  : General     , 1727631037583> 0> FunctionalAppliances.FABeerMugSwillerBeer: DisplayCategory, FoodP.
[29-09-24 19:30:37.583] LOG  : General     , 1727631037583> 0> FunctionalAppliances.FAPlasticCupSwillerBeer: DisplayCategory, FoodP.
[29-09-24 19:30:37.583] LOG  : General     , 1727631037583> 0> FunctionalAppliances.FABeerMugPilsner: DisplayCategory, FoodP.
[29-09-24 19:30:37.583] LOG  : General     , 1727631037583> 0> FunctionalAppliances.FAFountainCupRootBeerSoda: DisplayCategory, FoodP.
[29-09-24 19:30:37.583] LOG  : General     , 1727631037583> 0> FunctionalAppliances.FAHotDrinkLatteTeacup: DisplayCategory, FoodN.
[29-09-24 19:30:37.583] LOG  : General     , 1727631037583> 0> FunctionalAppliances.FAFountainCupCarbonatedWater: DisplayCategory, FoodP.
[29-09-24 19:30:37.583] LOG  : General     , 1727631037583> 0> FunctionalAppliances.FAHotDrinkLatteRed: DisplayCategory, FoodN.
[29-09-24 19:30:37.583] LOG  : General     , 1727631037583> 0> FunctionalAppliances.FAPlasticCupAPA2: DisplayCategory, FoodP.
[29-09-24 19:30:37.583] LOG  : General     , 1727631037583> 0> FunctionalAppliances.FAPlasticCupAPA1: DisplayCategory, FoodP.
[29-09-24 19:30:37.583] LOG  : General     , 1727631037583> 0> FunctionalAppliances.FAHotDrinkCappuccinoWhite: DisplayCategory, FoodN.
[29-09-24 19:30:37.584] LOG  : General     , 1727631037584> 0> FunctionalAppliances.FAFountainCup: DisplayCategory, Container.
[29-09-24 19:30:37.584] LOG  : General     , 1727631037584> 0> FunctionalAppliances.FAFountainCupWater: DisplayCategory, FoodB.
[29-09-24 19:30:37.584] LOG  : General     , 1727631037584> 0> FunctionalAppliances.FAChickenFillet: DisplayCategory, FoodP.
[29-09-24 19:30:37.584] LOG  : General     , 1727631037584> 0> FunctionalAppliances.FABucketofPopcorn: DisplayCategory, FoodP.
[29-09-24 19:30:37.584] LOG  : General     , 1727631037584> 0> FunctionalAppliances.FAPlasticCupIPA1: DisplayCategory, FoodP.
[29-09-24 19:30:37.584] LOG  : General     , 1727631037584> 0> FunctionalAppliances.FAPlasticCupIPA2: DisplayCategory, FoodP.
[29-09-24 19:30:37.584] LOG  : General     , 1727631037584> 0> FunctionalAppliances.FABeerMugPorter: DisplayCategory, FoodP.
[29-09-24 19:30:37.584] LOG  : General     , 1727631037584> 0> FunctionalAppliances.FABeerMugWater: DisplayCategory, FoodB.
[29-09-24 19:30:37.584] LOG  : General     , 1727631037584> 0> FunctionalAppliances.FAFountainCupBerrySoda: DisplayCategory, FoodP.
[29-09-24 19:30:37.584] LOG  : General     , 1727631037584> 0> FunctionalAppliances.FABeerMugBeer: DisplayCategory, FoodP.
[29-09-24 19:30:37.584] LOG  : General     , 1727631037584> 0> FunctionalAppliances.FASodaJerkMagazine: DisplayCategory, LitR.
[29-09-24 19:30:37.584] LOG  : General     , 1727631037584> 0> FunctionalAppliances.FAHotDrinkCoffeeWhite: DisplayCategory, FoodN.
[29-09-24 19:30:37.584] LOG  : General     , 1727631037584> 0> FunctionalAppliances.FAHotDrinkCoffeeSpiffo: DisplayCategory, FoodN.
[29-09-24 19:30:37.584] LOG  : General     , 1727631037584> 0> FunctionalAppliances.FAHotDrinkCoffeeMugl: DisplayCategory, FoodN.
[29-09-24 19:30:37.584] LOG  : General     , 1727631037584> 0> FunctionalAppliances.FATheaterPopcorn: DisplayCategory, FoodP.
[29-09-24 19:30:37.585] LOG  : General     , 1727631037585> 0> FunctionalAppliances.FAHotdog: DisplayCategory, FoodP.
[29-09-24 19:30:37.585] LOG  : General     , 1727631037585> 0> FunctionalAppliances.FAPlasticCupBubBeer: DisplayCategory, FoodP.
[29-09-24 19:30:37.585] LOG  : General     , 1727631037585> 0> FunctionalAppliances.FABeerMugAPA2: DisplayCategory, FoodP.
[29-09-24 19:30:37.585] LOG  : General     , 1727631037585> 0> FunctionalAppliances.FAPlasticCupStout: DisplayCategory, FoodP.
[29-09-24 19:30:37.585] LOG  : General     , 1727631037585> 0> FunctionalAppliances.FABeerMugAPA1: DisplayCategory, FoodP.
[29-09-24 19:30:37.586] LOG  : General     , 1727631037586> 0> FunctionalAppliances.FAFountainCupColaSoda: DisplayCategory, FoodP.
[29-09-24 19:30:37.586] LOG  : General     , 1727631037586> 0> FunctionalAppliances.FABeerMug: DisplayCategory, Container.
[29-09-24 19:30:37.586] LOG  : General     , 1727631037586> 0> FunctionalAppliances.FAHotDrinkLatteSpiffo: DisplayCategory, FoodN.
[29-09-24 19:30:37.586] LOG  : General     , 1727631037586> 0> FunctionalAppliances.FABeerMugIPA1: DisplayCategory, FoodP.
[29-09-24 19:30:37.586] LOG  : General     , 1727631037586> 0> FunctionalAppliances.FABeerMugIPA2: DisplayCategory, FoodP.
[29-09-24 19:30:37.587] LOG  : General     , 1727631037587> 0> FunctionalAppliances.FAPlasticCupSkunked: DisplayCategory, FoodP.
[29-09-24 19:30:37.587] LOG  : General     , 1727631037587> 0> FunctionalAppliances.FAFountainCupLemonLimeSoda: DisplayCategory, FoodP.
[29-09-24 19:30:37.587] LOG  : General     , 1727631037587> 0> FunctionalAppliances.FAPlasticCupWater: DisplayCategory, FoodB.
[29-09-24 19:30:37.587] LOG  : General     , 1727631037587> 0> FunctionalAppliances.FABatteredBloomingOnion: DisplayCategory, FoodP.
[29-09-24 19:30:37.587] LOG  : General     , 1727631037587> 0> FunctionalAppliances.FAButteredPopcorn: DisplayCategory, FoodP.
[29-09-24 19:30:37.587] LOG  : General     , 1727631037587> 0> FunctionalAppliances.FAPotatoWedges: DisplayCategory, FoodP.
[29-09-24 19:30:37.587] LOG  : General     , 1727631037587> 0> FunctionalAppliances.FAPlasticCupPilsner: DisplayCategory, FoodP.
[29-09-24 19:30:37.588] LOG  : General     , 1727631037588> 0> FunctionalAppliances.FAHotDrinkTeaMugl: DisplayCategory, FoodN.
[29-09-24 19:30:37.588] LOG  : General     , 1727631037588> 0> FunctionalAppliances.FAFriedBloomingOnion: DisplayCategory, FoodP.
[29-09-24 19:30:37.588] LOG  : General     , 1727631037588> 0> FunctionalAppliances.FAHotDrinkTeaSpiffo: DisplayCategory, FoodN.
[29-09-24 19:30:37.588] LOG  : General     , 1727631037588> 0> FunctionalAppliances.FAPlasticCup: DisplayCategory, Container.
[29-09-24 19:30:37.588] LOG  : General     , 1727631037588> 0> FunctionalAppliances.FABeerMugBubBeer: DisplayCategory, FoodP.
[29-09-24 19:30:37.588] LOG  : General     , 1727631037588> 0> FunctionalAppliances.FABeerMugAmericanLager: DisplayCategory, FoodP.
[29-09-24 19:30:37.589] LOG  : General     , 1727631037589> 0> FunctionalAppliances.FAPlasticCupSwillerLiteBeer: DisplayCategory, FoodP.
[29-09-24 19:30:37.589] LOG  : General     , 1727631037589> 0> FunctionalAppliances.FABubLiteBeerBottle: DisplayCategory, FoodN.
[29-09-24 19:30:37.589] LOG  : General     , 1727631037589> 0> FunctionalAppliances.FAHomeBrewBeerBottle: DisplayCategory, FoodN.
[29-09-24 19:30:37.589] LOG  : General     , 1727631037589> 0> FunctionalAppliances.FABeerMugStout: DisplayCategory, FoodP.
[29-09-24 19:30:37.589] LOG  : General     , 1727631037589> 0> FunctionalAppliances.FAPopBottleLemonLime: DisplayCategory, FoodN.
[29-09-24 19:30:37.589] LOG  : General     , 1727631037589> 0> FunctionalAppliances.FABeerMugBubLiteBeer: DisplayCategory, FoodP.
[29-09-24 19:30:37.590] LOG  : General     , 1727631037590> 0> FunctionalAppliances.FAFriedPotatoSkins: DisplayCategory, FoodP.
[29-09-24 19:30:37.590] LOG  : General     , 1727631037590> 0> FunctionalAppliances.FAHotDrinkCoffeeRed: DisplayCategory, FoodN.
[29-09-24 19:30:37.590] LOG  : General     , 1727631037590> 0> FunctionalAppliances.FAPopBottleRootBeer: DisplayCategory, FoodN.
[29-09-24 19:30:37.590] LOG  : General     , 1727631037590> 0> FunctionalAppliances.FABeerMugLightLager: DisplayCategory, FoodP.
[29-09-24 19:30:37.590] LOG  : General     , 1727631037590> 0> FunctionalAppliances.FAPlasticCupBubLiteBeer: DisplayCategory, FoodP.
[29-09-24 19:30:37.591] LOG  : General     , 1727631037591> 0> FunctionalAppliances.FAHotDrinkEspressoMugl: DisplayCategory, FoodN.
[29-09-24 19:30:37.591] LOG  : General     , 1727631037591> 0> FunctionalAppliances.FAPlasticCupBeer: DisplayCategory, FoodP.
