[11-10-24 20:26:38.160] LOG  : General     , 1728671198160> 0> RuggedRecipes.FermentingHoochMash: DisplayCategory, FoodP.
[11-10-24 20:26:38.170] LOG  : General     , 1728671198170> 0> RuggedRecipes.PreparedPeach: DisplayCategory, FoodP.
[11-10-24 20:26:38.170] LOG  : General     , 1728671198170> 0> RuggedRecipes.Cucumber: DisplayCategory, FoodP.
[11-10-24 20:26:38.170] LOG  : General     , 1728671198170> 0> RuggedRecipes.MoonshineEmpty: DisplayCategory, Container.
[11-10-24 20:26:38.170] LOG  : General     , 1728671198170> 0> RuggedRecipes.PreparedGrapes: DisplayCategory, FoodP.
[11-10-24 20:26:38.170] LOG  : General     , 1728671198170> 0> RuggedRecipes.PreparedGrapefruit: DisplayCategory, FoodP.
[11-10-24 20:26:38.170] LOG  : General     , 1728671198170> 0> RuggedRecipes.JarredSauerkrautOpen: DisplayCategory, FoodP.
[11-10-24 20:26:38.170] LOG  : General     , 1728671198170> 0> RuggedRecipes.KentuckyKimchiBowl: DisplayCategory, FoodP.
[11-10-24 20:26:38.170] LOG  : General     , 1728671198170> 0> RuggedRecipes.PreparedOrange: DisplayCategory, FoodP.
[11-10-24 20:26:38.170] LOG  : General     , 1728671198170> 0> RuggedRecipes.PreparedCherry: DisplayCategory, FoodP.
[11-10-24 20:26:38.171] LOG  : General     , 1728671198171> 0> RuggedRecipes.PreparedLime: DisplayCategory, FoodP.
[11-10-24 20:26:38.171] LOG  : General     , 1728671198171> 0> RuggedRecipes.DriedPeach: DisplayCategory, FoodP.
[11-10-24 20:26:38.171] LOG  : General     , 1728671198171> 0> RuggedRecipes.PreparedStrawberries: DisplayCategory, FoodP.
[11-10-24 20:26:38.171] LOG  : General     , 1728671198171> 0> RuggedRecipes.PreparedPineapple: DisplayCategory, FoodP.
[11-10-24 20:26:38.171] LOG  : General     , 1728671198171> 0> RuggedRecipes.JarredPicklesReady: DisplayCategory, FoodP.
[11-10-24 20:26:38.171] LOG  : General     , 1728671198171> 0> RuggedRecipes.CannedCucumber: DisplayCategory, FoodP.
[11-10-24 20:26:38.171] LOG  : General     , 1728671198171> 0> RuggedRecipes.DriedWatermelon: DisplayCategory, FoodP.
[11-10-24 20:26:38.171] LOG  : General     , 1728671198171> 0> RuggedRecipes.JarredSauerkrautReady: DisplayCategory, FoodN.
[11-10-24 20:26:38.171] LOG  : General     , 1728671198171> 0> RuggedRecipes.PreparedLemon: DisplayCategory, FoodP.
[11-10-24 20:26:38.171] LOG  : General     , 1728671198171> 0> RuggedRecipes.FermentingBerryWine: DisplayCategory, FoodP.
[11-10-24 20:26:38.171] LOG  : General     , 1728671198171> 0> RuggedRecipes.DriedGrapes: DisplayCategory, FoodP.
[11-10-24 20:26:38.171] LOG  : General     , 1728671198171> 0> RuggedRecipes.DriedGrapefruit: DisplayCategory, FoodP.
[11-10-24 20:26:38.171] LOG  : General     , 1728671198171> 0> RuggedRecipes.DriedStrawberries: DisplayCategory, FoodP.
[11-10-24 20:26:38.171] LOG  : General     , 1728671198171> 0> RuggedRecipes.PreparedMango: DisplayCategory, FoodP.
[11-10-24 20:26:38.171] LOG  : General     , 1728671198171> 0> RuggedRecipes.ReadyHoochMash: DisplayCategory, FoodN.
[11-10-24 20:26:38.171] LOG  : General     , 1728671198171> 0> RuggedRecipes.Biltong: DisplayCategory, FoodN.
[11-10-24 20:26:38.171] LOG  : General     , 1728671198171> 0> RuggedRecipes.ReadyKvass: DisplayCategory, FoodN.
[11-10-24 20:26:38.171] LOG  : General     , 1728671198171> 0> RuggedRecipes.FermentingKvass: DisplayCategory, FoodP.
[11-10-24 20:26:38.172] LOG  : General     , 1728671198172> 0> RuggedRecipes.PreparedPear: DisplayCategory, FoodP.
[11-10-24 20:26:38.172] LOG  : General     , 1728671198172> 0> SapphCooking.TequilaWaterFull: DisplayCategory, FoodB.
[11-10-24 20:26:38.172] LOG  : General     , 1728671198172> 0> SapphCooking.RumEmpty: DisplayCategory, Container.
[11-10-24 20:26:38.172] LOG  : General     , 1728671198172> 0> SapphCooking.Wooden_CheeseMolds: DisplayCategory, Container.
[11-10-24 20:26:38.172] LOG  : General     , 1728671198172> 0> SapphCooking.Plate_HuevosRancherosEvolved: DisplayCategory, FoodP.
[11-10-24 20:26:38.172] LOG  : General     , 1728671198172> 0> SapphCooking.PipingBag_PastryDough: DisplayCategory, FoodN.
[11-10-24 20:26:38.172] LOG  : General     , 1728671198172> 0> SapphCooking.InstantNoodles_Chicken: DisplayCategory, FoodN.
[11-10-24 20:26:38.172] LOG  : General     , 1728671198172> 0> SapphCooking.GinEmpty: DisplayCategory, Container.
[11-10-24 20:26:38.172] LOG  : General     , 1728671198172> 0> SapphCooking.Pot_CheesePreparation: DisplayCategory, FoodP.
[11-10-24 20:26:38.172] LOG  : General     , 1728671198172> 0> SapphCooking.SaucepanwithMeltedWhiteChocolate: DisplayCategory, FoodN.
[11-10-24 20:26:38.172] LOG  : General     , 1728671198172> 0> SapphCooking.Wooden_CheeseMolds_Water: DisplayCategory, FoodB.
[11-10-24 20:26:38.172] LOG  : General     , 1728671198172> 0> SapphCooking.Wooden_CheeseMoldsCurds: DisplayCategory, Container.
[11-10-24 20:26:38.172] LOG  : General     , 1728671198172> 0> SapphCooking.WoodenSkewersInsect: DisplayCategory, FoodN.
[11-10-24 20:26:38.172] LOG  : General     , 1728671198172> 0> SapphCooking.VodkaWaterFull: DisplayCategory, FoodB.
[11-10-24 20:26:38.172] LOG  : General     , 1728671198172> 0> SapphCooking.BakingTray_Gingerbread_Man: DisplayCategory, FoodP.
[11-10-24 20:26:38.172] LOG  : General     , 1728671198172> 0> SapphCooking.PipingBag_Icing: DisplayCategory, FoodP.
[11-10-24 20:26:38.172] LOG  : General     , 1728671198172> 0> SapphCooking.SaucepanWhiteChocolate: DisplayCategory, FoodP.
[11-10-24 20:26:38.172] LOG  : General     , 1728671198172> 0> SapphCooking.PlateFancy_HuevosRancherosEvolved: DisplayCategory, FoodP.
[11-10-24 20:26:38.173] LOG  : General     , 1728671198173> 0> SapphCooking.CakeSlice_Carrot: DisplayCategory, FoodP.
[11-10-24 20:26:38.173] LOG  : General     , 1728671198173> 0> SapphCooking.Cured_EggYolk: DisplayCategory, FoodN.
[11-10-24 20:26:38.173] LOG  : General     , 1728671198173> 0> SapphCooking.CakeSlice_BlackForest: DisplayCategory, FoodP.
[11-10-24 20:26:38.173] LOG  : General     , 1728671198173> 0> SapphCooking.WoodenSkewersMarshmallows: DisplayCategory, FoodN.
[11-10-24 20:26:38.173] LOG  : General     , 1728671198173> 0> SapphCooking.Bowl_Sorbet: DisplayCategory, FoodP.
[11-10-24 20:26:38.173] LOG  : General     , 1728671198173> 0> SapphCooking.Bucket_CheeseCurds: DisplayCategory, FoodP.
[11-10-24 20:26:38.173] LOG  : General     , 1728671198173> 0> SapphCooking.PopBottlewithProteinShake: DisplayCategory, FoodP.
[11-10-24 20:26:38.173] LOG  : General     , 1728671198173> 0> SapphCooking.HomemadeSauce_Evolved: DisplayCategory, FoodN.
[11-10-24 20:26:38.173] LOG  : General     , 1728671198173> 0> SapphCooking.PlateBlue_HuevosRancherosEvolved: DisplayCategory, FoodP.
[11-10-24 20:26:38.173] LOG  : General     , 1728671198173> 0> SapphCooking.BowlShavedIce: DisplayCategory, FoodN.
[11-10-24 20:26:38.173] LOG  : General     , 1728671198173> 0> SapphCooking.RumWaterFull: DisplayCategory, FoodB.
[11-10-24 20:26:38.173] LOG  : General     , 1728671198173> 0> SapphCooking.CakeSlice_Birthday: DisplayCategory, FoodP.
[11-10-24 20:26:38.173] LOG  : General     , 1728671198173> 0> SapphCooking.BowlShavedIceEvolved: DisplayCategory, FoodN.
[11-10-24 20:26:38.173] LOG  : General     , 1728671198173> 0> SapphCooking.PipingBag_PastryCream: DisplayCategory, FoodN.
[11-10-24 20:26:38.173] LOG  : General     , 1728671198173> 0> SapphCooking.CakeSlice_Chocolate: DisplayCategory, FoodP.
[11-10-24 20:26:38.173] LOG  : General     , 1728671198173> 0> SapphCooking.InstantNoodles_Beef: DisplayCategory, FoodN.
[11-10-24 20:26:38.173] LOG  : General     , 1728671198173> 0> SapphCooking.FullWaterThermos: DisplayCategory, FoodB.
[11-10-24 20:26:38.173] LOG  : General     , 1728671198173> 0> SapphCooking.CakeSlice_RedVelvet: DisplayCategory, FoodP.
[11-10-24 20:26:38.174] LOG  : General     , 1728671198174> 0> SapphCooking.TequilaEmpty: DisplayCategory, Container.
[11-10-24 20:26:38.174] LOG  : General     , 1728671198174> 0> SapphCooking.LiqueurEmpty: DisplayCategory, Container.
[11-10-24 20:26:38.174] LOG  : General     , 1728671198174> 0> SapphCooking.SaucepanHotChocolate: DisplayCategory, FoodP.
[11-10-24 20:26:38.174] LOG  : General     , 1728671198174> 0> SapphCooking.Pot_Cheese: DisplayCategory, FoodP.
[11-10-24 20:26:38.174] LOG  : General     , 1728671198174> 0> SapphCooking.CrackersEvolved: DisplayCategory, FoodN.
[11-10-24 20:26:38.174] LOG  : General     , 1728671198174> 0> SapphCooking.SaucepanwithArborioRice: DisplayCategory, FoodP.
[11-10-24 20:26:38.174] LOG  : General     , 1728671198174> 0> SapphCooking.ArrozConLecheBowl: DisplayCategory, FoodP.
[11-10-24 20:26:38.174] LOG  : General     , 1728671198174> 0> SapphCooking.BananaBread_Dough: DisplayCategory, FoodN.
[11-10-24 20:26:38.174] LOG  : General     , 1728671198174> 0> SapphCooking.WoodenSkewersMarshmallows_Melted: DisplayCategory, FoodN.
[11-10-24 20:26:38.174] LOG  : General     , 1728671198174> 0> SapphCooking.Wooden_CheeseMoldsBlue: DisplayCategory, FoodP.
[11-10-24 20:26:38.174] LOG  : General     , 1728671198174> 0> SapphCooking.VodkaEmpty: DisplayCategory, Container.
[11-10-24 20:26:38.174] LOG  : General     , 1728671198174> 0> SapphCooking.BakingTray_Eclair: DisplayCategory, FoodP.
[11-10-24 20:26:38.174] LOG  : General     , 1728671198174> 0> SapphCooking.PlateOrange_HuevosRancherosEvolved: DisplayCategory, FoodP.
[11-10-24 20:26:38.174] LOG  : General     , 1728671198174> 0> SapphCooking.WaterColaBottle: DisplayCategory, FoodB.
[11-10-24 20:26:38.174] LOG  : General     , 1728671198174> 0> SapphCooking.CocktailMixerPrep: DisplayCategory, FoodN.
[11-10-24 20:26:38.174] LOG  : General     , 1728671198174> 0> SapphCooking.ChurrosChocolateEvolved: DisplayCategory, FoodP.
[11-10-24 20:26:38.174] LOG  : General     , 1728671198174> 0> SapphCooking.MRE_InChickenStrogonoff: DisplayCategory, FoodP.
[11-10-24 20:26:38.174] LOG  : General     , 1728671198174> 0> SapphCooking.SakeWaterFull: DisplayCategory, FoodB.
[11-10-24 20:26:38.174] LOG  : General     , 1728671198174> 0> SapphCooking.Bucket_CheeseBlue: DisplayCategory, FoodP.
[11-10-24 20:26:38.175] LOG  : General     , 1728671198175> 0> SapphCooking.CrabStick: DisplayCategory, FoodP.
[11-10-24 20:26:38.175] LOG  : General     , 1728671198175> 0> SapphCooking.SakeEmpty: DisplayCategory, Container.
[11-10-24 20:26:38.175] LOG  : General     , 1728671198175> 0> SapphCooking.Sapph_DoughnutChocolate: DisplayCategory, FoodN.
[11-10-24 20:26:38.175] LOG  : General     , 1728671198175> 0> SapphCooking.BakingTray_Gingerbread_Wall: DisplayCategory, FoodP.
[11-10-24 20:26:38.175] LOG  : General     , 1728671198175> 0> SapphCooking.Bucket_Cheese: DisplayCategory, FoodP.
[11-10-24 20:26:38.175] LOG  : General     , 1728671198175> 0> SapphCooking.SmashBurger: DisplayCategory, FoodP.
[11-10-24 20:26:38.175] LOG  : General     , 1728671198175> 0> SapphCooking.Pot_CheeseBlue: DisplayCategory, FoodP.
[11-10-24 20:26:38.175] LOG  : General     , 1728671198175> 0> SapphCooking.IceTrayWater: DisplayCategory, FoodB.
[11-10-24 20:26:38.175] LOG  : General     , 1728671198175> 0> SapphCooking.BowlofQueso: DisplayCategory, FoodP.
[11-10-24 20:26:38.175] LOG  : General     , 1728671198175> 0> SapphCooking.Pot_CheeseCurds: DisplayCategory, FoodP.
[11-10-24 20:26:38.175] LOG  : General     , 1728671198175> 0> SapphCooking.Saucepan_Custard_Cooked: DisplayCategory, FoodP.
[11-10-24 20:26:38.175] LOG  : General     , 1728671198175> 0> SapphCooking.GrahamCrackersEvolved: DisplayCategory, FoodN.
[11-10-24 20:26:38.175] LOG  : General     , 1728671198175> 0> SapphCooking.MochiPrep: DisplayCategory, FoodN.
[11-10-24 20:26:38.175] LOG  : General     , 1728671198175> 0> SapphCooking.CachacaEmpty: DisplayCategory, Container.
[11-10-24 20:26:38.175] LOG  : General     , 1728671198175> 0> SapphCooking.IceCubes: DisplayCategory, FoodN.
[11-10-24 20:26:38.175] LOG  : General     , 1728671198175> 0> SapphCooking.Stuffed_BellPepper: DisplayCategory, FoodP.
[11-10-24 20:26:38.175] LOG  : General     , 1728671198175> 0> SapphCooking.LowballGlassMoscowMule: DisplayCategory, FoodN.
[11-10-24 20:26:38.175] LOG  : General     , 1728671198175> 0> SapphCooking.LiqueurWaterFull: DisplayCategory, FoodB.
[11-10-24 20:26:38.175] LOG  : General     , 1728671198175> 0> SapphCooking.Wooden_CheeseMoldsFull: DisplayCategory, FoodP.
[11-10-24 20:26:38.176] LOG  : General     , 1728671198176> 0> SapphCooking.GinWaterFull: DisplayCategory, FoodB.
[11-10-24 20:26:38.176] LOG  : General     , 1728671198176> 0> SapphCooking.ChurrosPlainEvolved: DisplayCategory, FoodP.
[11-10-24 20:26:38.176] LOG  : General     , 1728671198176> 0> SapphCooking.WokPan_YakisobaEvolved: DisplayCategory, FoodN.
[11-10-24 20:26:38.176] LOG  : General     , 1728671198176> 0> SapphCooking.PoutineBowlEvolved: DisplayCategory, FoodP.
[11-10-24 20:26:38.176] LOG  : General     , 1728671198176> 0> SapphCooking.PackofCandyCigarretes: DisplayCategory, FoodN.
[11-10-24 20:26:38.176] LOG  : General     , 1728671198176> 0> SapphCooking.Saucepan_InstantNoodles: DisplayCategory, FoodP.
[11-10-24 20:26:38.176] LOG  : General     , 1728671198176> 0> SapphCooking.CakeSlice_Strawberry: DisplayCategory, FoodP.
[11-10-24 20:26:38.176] LOG  : General     , 1728671198176> 0> SapphCooking.CachacaWaterFull: DisplayCategory, FoodB.
[11-10-24 20:26:38.176] LOG  : General     , 1728671198176> 0> SapphCooking.ColaBottleEmpty: DisplayCategory, Container.
[11-10-24 20:26:38.176] LOG  : General     , 1728671198176> 0> SapphCooking.Bowl_Puree: DisplayCategory, FoodP.
[11-10-24 20:26:38.176] LOG  : General     , 1728671198176> 0> SAPPHEATER.HeaterMag1: DisplayCategory, LitR.
[11-10-24 20:26:38.176] LOG  : General     , 1728671198176> 0> SAPPHEATER.HeaterMag2: DisplayCategory, LitR.
[11-10-24 20:26:38.176] LOG  : General     , 1728671198176> 0> SAPPHEATER.HeaterMag3: DisplayCategory, LitR.
[11-10-24 20:26:38.176] LOG  : General     , 1728671198176> 0> filcher.SFBeetPot: DisplayCategory, FoodN.
[11-10-24 20:26:38.176] LOG  : General     , 1728671198176> 0> filcher.CoffeeGrainsCooked: DisplayCategory, FoodN.
[11-10-24 20:26:38.176] LOG  : General     , 1728671198176> 0> filcher.CoffeeGrains: DisplayCategory, FoodN.
[11-10-24 20:26:38.176] LOG  : General     , 1728671198176> 0> filcher.Cauliflower: DisplayCategory, FoodP.
[11-10-24 20:26:38.176] LOG  : General     , 1728671198176> 0> filcher.TeaLeaves: DisplayCategory, FoodN.
[11-10-24 20:26:38.177] LOG  : General     , 1728671198177> 0> filcher.Beetroot: DisplayCategory, FoodP.
[11-10-24 20:26:38.177] LOG  : General     , 1728671198177> 0> filcher.SFBeetSyrupPot: DisplayCategory, FoodN.
[11-10-24 20:26:38.177] LOG  : General     , 1728671198177> 0> TAD.BobTA_Arm_Wave_Two_Mag: DisplayCategory, LitR.
[11-10-24 20:26:38.177] LOG  : General     , 1728671198177> 0> TAD.OpenKosmotsars: DisplayCategory, FoodN.
[11-10-24 20:26:38.177] LOG  : General     , 1728671198177> 0> MoreTraits.ZombPatty: DisplayCategory, FoodP.
[11-10-24 20:26:38.177] LOG  : General     , 1728671198177> 0> USMIL.emptyWaterCan0: DisplayCategory, Container.
[11-10-24 20:26:38.177] LOG  : General     , 1728671198177> 0> USMIL.emptyGasCan0: DisplayCategory, Container.
[11-10-24 20:26:38.177] LOG  : General     , 1728671198177> 0> USMIL.WaterCan0: DisplayCategory, FoodB.
[11-10-24 20:26:38.177] LOG  : General     , 1728671198177> 0> WellsConstruction.WellsConstructionMag: DisplayCategory, LitR.
[11-10-24 20:26:38.177] LOG  : General     , 1728671198177> 0> --- BetterSorting End ---.
[11-10-24 20:26:38.177] LOG  : General     , 1728671198177> 0> Base.Hat_M1_Helmet: Insulation, 0.22499999403953552.
[11-10-24 20:26:38.177] LOG  : General     , 1728671198177> 0> Base.Hat_M1_Helmet_Ori: Insulation, 0.22499999403953552.
[11-10-24 20:26:38.177] LOG  : General     , 1728671198177> 0> Base.Hat_FAST_Opscore: Insulation, 0.22499999403953552.
[11-10-24 20:26:38.177] LOG  : General     , 1728671198177> 0> Base.Hat_PSGT_Helmet: Insulation, 0.22499999403953552.
[11-10-24 20:26:38.177] LOG  : General     , 1728671198177> 0> Base.Hat_PSGT_Helmet_Camo: Insulation, 0.22499999403953552.
[11-10-24 20:26:38.177] LOG  : General     , 1728671198177> 0> Base.Hat_Gentex_Helmet: Insulation, 0.22499999403953552.
[11-10-24 20:26:38.177] LOG  : General     , 1728671198177> 0> Base.Hat_HGU56: Insulation, 0.22499999403953552.
[11-10-24 20:26:38.177] LOG  : General     , 1728671198177> 0> Base.Hat_HGU56_Visor: Insulation, 0.22499999403953552.
[11-10-24 20:26:38.178] LOG  : General     , 1728671198178> 0> Base.Viper_Helmet: Insulation, 0.22499999403953552.
[11-10-24 20:26:38.178] LOG  : General     , 1728671198178> 0> Base.Wolf_Helmet: Insulation, 0.22499999403953552.
[11-10-24 20:26:38.178] LOG  : General     , 1728671198178> 0> Base.Maska_1_Helmet: Insulation, 0.22499999403953552.
[11-10-24 20:26:38.178] LOG  : General     , 1728671198178> 0> Base.6B6_Helmet: Insulation, 0.22499999403953552.
[11-10-24 20:26:38.178] LOG  : General     , 1728671198178> 0> Base.1916_Helmet: Insulation, 0.22499999403953552.
[11-10-24 20:26:38.178] LOG  : General     , 1728671198178> 0> Base.1916_Helmet_ON: Insulation, 0.22499999403953552.
[11-10-24 20:26:38.178] LOG  : General     , 1728671198178> 0> Base.EOD_Helmet: Insulation, 0.22499999403953552.
[11-10-24 20:26:38.178] LOG  : General     , 1728671198178> 0> Base.Armor_Defender: Insulation, 0.12999999523162842.
[11-10-24 20:26:38.178] LOG  : General     , 1728671198178> 0> Base.Armor_Defender_Set: Insulation, 0.12999999523162842.
[11-10-24 20:26:38.178] LOG  : General     , 1728671198178> 0> Base.Bag_Plate_Carrier: Insulation, 0.06999999880790711.
[11-10-24 20:26:38.178] LOG  : General     , 1728671198178> 0> Base.Armor_6B13: Insulation, 0.12999999523162842.
[11-10-24 20:26:38.178] LOG  : General     , 1728671198178> 0> Base.Sheriff_Vest: Insulation, 0.12999999523162842.
[11-10-24 20:26:38.178] LOG  : General     , 1728671198178> 0> Base.Sheriff_Vest_Full: Insulation, 0.12999999523162842.
[11-10-24 20:26:38.178] LOG  : General     , 1728671198178> 0> Base.SET_Armor: Insulation, 0.12999999523162842.
[11-10-24 20:26:38.178] LOG  : General     , 1728671198178> 0> Base.SET_Armor_FULL: Insulation, 0.12999999523162842.
[11-10-24 20:26:38.178] LOG  : General     , 1728671198178> 0> Base.Wolf_Plate_Carrier: Insulation, 0.12999999523162842.
[11-10-24 20:26:38.179] LOG  : General     , 1728671198179> 0> Base.Wolf_Plate_Carrier_B: Insulation, 0.12999999523162842.
[11-10-24 20:26:38.179] LOG  : General     , 1728671198179> 0> Base.EOD_Armor: Insulation, 0.1899999976158142.
[11-10-24 20:26:38.179] LOG  : General     , 1728671198179> 0> Base.JUGG_Armor: Insulation, 0.1899999976158142.
[11-10-24 20:26:38.179] LOG  : General     , 1728671198179> 0> Base.Hunter_Armor: Insulation, 0.12999999523162842.
[11-10-24 20:26:38.179] LOG  : General     , 1728671198179> 0> Base.Armor_Dozer: Insulation, 0.1899999976158142.
[11-10-24 20:26:38.179] LOG  : General     , 1728671198179> 0> Base.EXO_Suit: Insulation, 0.12999999523162842.
[11-10-24 20:26:38.179] LOG  : General     , 1728671198179> 0> Base.EXO_Suit_ON: Insulation, 0.12999999523162842.
[11-10-24 20:26:38.179] LOG  : General     , 1728671198179> 0> Base.Ashe_Jacket: Insulation, 0.10499999821186065.
[11-10-24 20:26:38.179] LOG  : General     , 1728671198179> 0> Base.Ashe_Jacket_ON: Insulation, 0.10499999821186065.
[11-10-24 20:26:38.179] LOG  : General     , 1728671198179> 0> Base.Ashe_Cloak: Insulation, 0.10499999821186065.
[11-10-24 20:26:38.179] LOG  : General     , 1728671198179> 0> Base.Ashe_Cloak_ON: Insulation, 0.10499999821186065.
[11-10-24 20:26:38.179] LOG  : General     , 1728671198179> 0> Base.Ashe_Hat: Insulation, 0.04500000178813934.
[11-10-24 20:26:38.179] LOG  : General     , 1728671198179> 0> Base.Ashe_Jeans: Insulation, 0.10499999821186065.
[11-10-24 20:26:38.179] LOG  : General     , 1728671198179> 0> Base.Bandana_Mask: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.179] LOG  : General     , 1728671198179> 0> Base.Bandana_Mask_Half: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.179] LOG  : General     , 1728671198179> 0> Base.Bandana_Mask_Camo: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.179] LOG  : General     , 1728671198179> 0> Base.Bandana_Mask_Half_Camo: Insulation, 0.3.
[11-10-24 20:26:38.179] LOG  : General     , 1728671198179> 0> Base.Bandana_Mask_Other: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.180] LOG  : General     , 1728671198180> 0> Base.Bandana_Mask_Half_Other: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.180] LOG  : General     , 1728671198180> 0> Base.Balaclava_Mask_1: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.180] LOG  : General     , 1728671198180> 0> Base.Balaclava_Mask_2: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.180] LOG  : General     , 1728671198180> 0> Base.Balaclava_Mask_3: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.180] LOG  : General     , 1728671198180> 0> Base.Balaclava_Mask_4: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.180] LOG  : General     , 1728671198180> 0> Base.Balaclava_Mask_5: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.180] LOG  : General     , 1728671198180> 0> Base.Balaclava_Mask_6: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.180] LOG  : General     , 1728671198180> 0> Base.Scarf_Mask: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.180] LOG  : General     , 1728671198180> 0> Base.Scarf_Mask_ON: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.180] LOG  : General     , 1728671198180> 0> Base.Scarf_Mask_Camo: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.180] LOG  : General     , 1728671198180> 0> Base.Scarf_Mask_Camo_ON: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.180] LOG  : General     , 1728671198180> 0> Base.Scarf_Mask_Hunting: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.180] LOG  : General     , 1728671198180> 0> Base.Scarf_Mask_Hunting_ON: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.180] LOG  : General     , 1728671198180> 0> Base.Scarf_Mask_Casual: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.180] LOG  : General     , 1728671198180> 0> Base.Scarf_Mask_Casual_ON: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.180] LOG  : General     , 1728671198180> 0> Base.Scarf_Mask_Ashe: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.180] LOG  : General     , 1728671198180> 0> Base.Scarf_Mask_Ashe_ON: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.180] LOG  : General     , 1728671198180> 0> Base.Hunter_Mask: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.181] LOG  : General     , 1728671198181> 0> Base.Hunter_Mask_ON: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.181] LOG  : General     , 1728671198181> 0> Base.Chain_Mask: Insulation, 0.24000000357627868.
[11-10-24 20:26:38.181] LOG  : General     , 1728671198181> 0> Base.Suit_Chempak: Insulation, 0.3.
[11-10-24 20:26:38.181] LOG  : General     , 1728671198181> 0> Base.Chempak_Blauer: Insulation, 0.29700000286102296.
[11-10-24 20:26:38.181] LOG  : General     , 1728671198181> 0> Base.Chempak_Blauer_ON: Insulation, 0.29700000286102296.
[11-10-24 20:26:38.181] LOG  : General     , 1728671198181> 0> Base.Chempak_BRN: Insulation, 0.29700000286102296.
[11-10-24 20:26:38.181] LOG  : General     , 1728671198181> 0> Base.Chempak_BRN_ON: Insulation, 0.29700000286102296.
[11-10-24 20:26:38.181] LOG  : General     , 1728671198181> 0> Base.Chempak_Tychem: Insulation, 0.29700000286102296.
