[10-10-24 06:15:07.965] LOG  : General     , 1728533707965> 0> RuggedRecipes.FermentingHoochMash: DisplayCategory, FoodP.
[10-10-24 06:15:07.967] LOG  : General     , 1728533707967> 0> RuggedRecipes.JarredSauerkrautOpen: DisplayCategory, FoodP.
[10-10-24 06:15:07.967] LOG  : General     , 1728533707967> 0> RuggedRecipes.KentuckyKimchiBowl: DisplayCategory, FoodP.
[10-10-24 06:15:07.967] LOG  : General     , 1728533707967> 0> RuggedRecipes.PreparedOrange: DisplayCategory, FoodP.
[10-10-24 06:15:07.967] LOG  : General     , 1728533707967> 0> RuggedRecipes.PreparedCherry: DisplayCategory, FoodP.
[10-10-24 06:15:07.967] LOG  : General     , 1728533707967> 0> RuggedRecipes.PreparedLime: DisplayCategory, FoodP.
[10-10-24 06:15:07.967] LOG  : General     , 1728533707967> 0> RuggedRecipes.DriedPeach: DisplayCategory, FoodP.
[10-10-24 06:15:07.967] LOG  : General     , 1728533707967> 0> RuggedRecipes.PreparedStrawberries: DisplayCategory, FoodP.
[10-10-24 06:15:07.967] LOG  : General     , 1728533707967> 0> RuggedRecipes.PreparedPineapple: DisplayCategory, FoodP.
[10-10-24 06:15:07.967] LOG  : General     , 1728533707967> 0> RuggedRecipes.JarredPicklesReady: DisplayCategory, FoodP.
[10-10-24 06:15:07.967] LOG  : General     , 1728533707967> 0> RuggedRecipes.CannedCucumber: DisplayCategory, FoodP.
[10-10-24 06:15:07.967] LOG  : General     , 1728533707967> 0> RuggedRecipes.DriedWatermelon: DisplayCategory, FoodP.
[10-10-24 06:15:07.967] LOG  : General     , 1728533707967> 0> RuggedRecipes.JarredSauerkrautReady: DisplayCategory, FoodN.
[10-10-24 06:15:07.968] LOG  : General     , 1728533707968> 0> RuggedRecipes.PreparedLemon: DisplayCategory, FoodP.
[10-10-24 06:15:07.968] LOG  : General     , 1728533707968> 0> RuggedRecipes.FermentingBerryWine: DisplayCategory, FoodP.
[10-10-24 06:15:07.968] LOG  : General     , 1728533707968> 0> RuggedRecipes.DriedGrapes: DisplayCategory, FoodP.
[10-10-24 06:15:07.968] LOG  : General     , 1728533707968> 0> RuggedRecipes.DriedGrapefruit: DisplayCategory, FoodP.
[10-10-24 06:15:07.968] LOG  : General     , 1728533707968> 0> RuggedRecipes.DriedStrawberries: DisplayCategory, FoodP.
[10-10-24 06:15:07.968] LOG  : General     , 1728533707968> 0> RuggedRecipes.PreparedMango: DisplayCategory, FoodP.
[10-10-24 06:15:07.968] LOG  : General     , 1728533707968> 0> RuggedRecipes.ReadyHoochMash: DisplayCategory, FoodN.
[10-10-24 06:15:07.968] LOG  : General     , 1728533707968> 0> RuggedRecipes.Biltong: DisplayCategory, FoodN.
[10-10-24 06:15:07.968] LOG  : General     , 1728533707968> 0> RuggedRecipes.ReadyKvass: DisplayCategory, FoodN.
[10-10-24 06:15:07.968] LOG  : General     , 1728533707968> 0> RuggedRecipes.FermentingKvass: DisplayCategory, FoodP.
[10-10-24 06:15:07.968] LOG  : General     , 1728533707968> 0> RuggedRecipes.PreparedPear: DisplayCategory, FoodP.
[10-10-24 06:15:07.968] LOG  : General     , 1728533707968> 0> SapphCooking.TequilaWaterFull: DisplayCategory, FoodB.
[10-10-24 06:15:07.968] LOG  : General     , 1728533707968> 0> SapphCooking.RumEmpty: DisplayCategory, Container.
[10-10-24 06:15:07.968] LOG  : General     , 1728533707968> 0> SapphCooking.Wooden_CheeseMolds: DisplayCategory, Container.
[10-10-24 06:15:07.968] LOG  : General     , 1728533707968> 0> SapphCooking.Plate_HuevosRancherosEvolved: DisplayCategory, FoodP.
[10-10-24 06:15:07.969] LOG  : General     , 1728533707969> 0> SapphCooking.PipingBag_PastryDough: DisplayCategory, FoodN.
[10-10-24 06:15:07.969] LOG  : General     , 1728533707969> 0> SapphCooking.InstantNoodles_Chicken: DisplayCategory, FoodN.
[10-10-24 06:15:07.969] LOG  : General     , 1728533707969> 0> SapphCooking.GinEmpty: DisplayCategory, Container.
[10-10-24 06:15:07.969] LOG  : General     , 1728533707969> 0> SapphCooking.Pot_CheesePreparation: DisplayCategory, FoodP.
[10-10-24 06:15:07.969] LOG  : General     , 1728533707969> 0> SapphCooking.SaucepanwithMeltedWhiteChocolate: DisplayCategory, FoodN.
[10-10-24 06:15:07.969] LOG  : General     , 1728533707969> 0> SapphCooking.Wooden_CheeseMolds_Water: DisplayCategory, FoodB.
[10-10-24 06:15:07.969] LOG  : General     , 1728533707969> 0> SapphCooking.Wooden_CheeseMoldsCurds: DisplayCategory, Container.
[10-10-24 06:15:07.969] LOG  : General     , 1728533707969> 0> SapphCooking.WoodenSkewersInsect: DisplayCategory, FoodN.
[10-10-24 06:15:07.969] LOG  : General     , 1728533707969> 0> SapphCooking.VodkaWaterFull: DisplayCategory, FoodB.
[10-10-24 06:15:07.969] LOG  : General     , 1728533707969> 0> SapphCooking.BakingTray_Gingerbread_Man: DisplayCategory, FoodP.
[10-10-24 06:15:07.969] LOG  : General     , 1728533707969> 0> SapphCooking.PipingBag_Icing: DisplayCategory, FoodP.
[10-10-24 06:15:07.969] LOG  : General     , 1728533707969> 0> SapphCooking.SaucepanWhiteChocolate: DisplayCategory, FoodP.
[10-10-24 06:15:07.969] LOG  : General     , 1728533707969> 0> SapphCooking.PlateFancy_HuevosRancherosEvolved: DisplayCategory, FoodP.
[10-10-24 06:15:07.969] LOG  : General     , 1728533707969> 0> SapphCooking.CakeSlice_Carrot: DisplayCategory, FoodP.
[10-10-24 06:15:07.969] LOG  : General     , 1728533707969> 0> SapphCooking.Cured_EggYolk: DisplayCategory, FoodN.
[10-10-24 06:15:07.970] LOG  : General     , 1728533707970> 0> SapphCooking.CakeSlice_BlackForest: DisplayCategory, FoodP.
[10-10-24 06:15:07.970] LOG  : General     , 1728533707970> 0> SapphCooking.WoodenSkewersMarshmallows: DisplayCategory, FoodN.
[10-10-24 06:15:07.970] LOG  : General     , 1728533707970> 0> SapphCooking.Bowl_Sorbet: DisplayCategory, FoodP.
[10-10-24 06:15:07.970] LOG  : General     , 1728533707970> 0> SapphCooking.Bucket_CheeseCurds: DisplayCategory, FoodP.
[10-10-24 06:15:07.970] LOG  : General     , 1728533707970> 0> SapphCooking.PopBottlewithProteinShake: DisplayCategory, FoodP.
[10-10-24 06:15:07.970] LOG  : General     , 1728533707970> 0> SapphCooking.HomemadeSauce_Evolved: DisplayCategory, FoodN.
[10-10-24 06:15:07.970] LOG  : General     , 1728533707970> 0> SapphCooking.PlateBlue_HuevosRancherosEvolved: DisplayCategory, FoodP.
[10-10-24 06:15:07.970] LOG  : General     , 1728533707970> 0> SapphCooking.BowlShavedIce: DisplayCategory, FoodN.
[10-10-24 06:15:07.970] LOG  : General     , 1728533707970> 0> SapphCooking.RumWaterFull: DisplayCategory, FoodB.
[10-10-24 06:15:07.970] LOG  : General     , 1728533707970> 0> SapphCooking.CakeSlice_Birthday: DisplayCategory, FoodP.
[10-10-24 06:15:07.970] LOG  : General     , 1728533707970> 0> SapphCooking.BowlShavedIceEvolved: DisplayCategory, FoodN.
[10-10-24 06:15:07.970] LOG  : General     , 1728533707970> 0> SapphCooking.PipingBag_PastryCream: DisplayCategory, FoodN.
[10-10-24 06:15:07.970] LOG  : General     , 1728533707970> 0> SapphCooking.CakeSlice_Chocolate: DisplayCategory, FoodP.
[10-10-24 06:15:07.970] LOG  : General     , 1728533707970> 0> SapphCooking.InstantNoodles_Beef: DisplayCategory, FoodN.
[10-10-24 06:15:07.970] LOG  : General     , 1728533707970> 0> SapphCooking.FullWaterThermos: DisplayCategory, FoodB.
[10-10-24 06:15:07.970] LOG  : General     , 1728533707970> 0> SapphCooking.CakeSlice_RedVelvet: DisplayCategory, FoodP.
[10-10-24 06:15:07.970] LOG  : General     , 1728533707970> 0> SapphCooking.TequilaEmpty: DisplayCategory, Container.
[10-10-24 06:15:07.970] LOG  : General     , 1728533707970> 0> SapphCooking.LiqueurEmpty: DisplayCategory, Container.
[10-10-24 06:15:07.971] LOG  : General     , 1728533707971> 0> SapphCooking.SaucepanHotChocolate: DisplayCategory, FoodP.
[10-10-24 06:15:07.971] LOG  : General     , 1728533707971> 0> SapphCooking.Pot_Cheese: DisplayCategory, FoodP.
[10-10-24 06:15:07.971] LOG  : General     , 1728533707971> 0> SapphCooking.CrackersEvolved: DisplayCategory, FoodN.
[10-10-24 06:15:07.971] LOG  : General     , 1728533707971> 0> SapphCooking.SaucepanwithArborioRice: DisplayCategory, FoodP.
[10-10-24 06:15:07.971] LOG  : General     , 1728533707971> 0> SapphCooking.ArrozConLecheBowl: DisplayCategory, FoodP.
[10-10-24 06:15:07.971] LOG  : General     , 1728533707971> 0> SapphCooking.BananaBread_Dough: DisplayCategory, FoodN.
[10-10-24 06:15:07.971] LOG  : General     , 1728533707971> 0> SapphCooking.WoodenSkewersMarshmallows_Melted: DisplayCategory, FoodN.
[10-10-24 06:15:07.971] LOG  : General     , 1728533707971> 0> SapphCooking.Wooden_CheeseMoldsBlue: DisplayCategory, FoodP.
[10-10-24 06:15:07.971] LOG  : General     , 1728533707971> 0> SapphCooking.VodkaEmpty: DisplayCategory, Container.
[10-10-24 06:15:07.971] LOG  : General     , 1728533707971> 0> SapphCooking.BakingTray_Eclair: DisplayCategory, FoodP.
[10-10-24 06:15:07.971] LOG  : General     , 1728533707971> 0> SapphCooking.PlateOrange_HuevosRancherosEvolved: DisplayCategory, FoodP.
[10-10-24 06:15:07.971] LOG  : General     , 1728533707971> 0> SapphCooking.WaterColaBottle: DisplayCategory, FoodB.
[10-10-24 06:15:07.971] LOG  : General     , 1728533707971> 0> SapphCooking.CocktailMixerPrep: DisplayCategory, FoodN.
[10-10-24 06:15:07.971] LOG  : General     , 1728533707971> 0> SapphCooking.ChurrosChocolateEvolved: DisplayCategory, FoodP.
[10-10-24 06:15:07.971] LOG  : General     , 1728533707971> 0> SapphCooking.MRE_InChickenStrogonoff: DisplayCategory, FoodP.
[10-10-24 06:15:07.971] LOG  : General     , 1728533707971> 0> SapphCooking.SakeWaterFull: DisplayCategory, FoodB.
[10-10-24 06:15:07.971] LOG  : General     , 1728533707971> 0> SapphCooking.Bucket_CheeseBlue: DisplayCategory, FoodP.
[10-10-24 06:15:07.972] LOG  : General     , 1728533707972> 0> SapphCooking.CrabStick: DisplayCategory, FoodP.
[10-10-24 06:15:07.972] LOG  : General     , 1728533707972> 0> SapphCooking.SakeEmpty: DisplayCategory, Container.
[10-10-24 06:15:07.972] LOG  : General     , 1728533707972> 0> SapphCooking.Sapph_DoughnutChocolate: DisplayCategory, FoodN.
[10-10-24 06:15:07.972] LOG  : General     , 1728533707972> 0> SapphCooking.BakingTray_Gingerbread_Wall: DisplayCategory, FoodP.
[10-10-24 06:15:07.972] LOG  : General     , 1728533707972> 0> SapphCooking.Bucket_Cheese: DisplayCategory, FoodP.
[10-10-24 06:15:07.972] LOG  : General     , 1728533707972> 0> SapphCooking.SmashBurger: DisplayCategory, FoodP.
[10-10-24 06:15:07.972] LOG  : General     , 1728533707972> 0> SapphCooking.Pot_CheeseBlue: DisplayCategory, FoodP.
[10-10-24 06:15:07.972] LOG  : General     , 1728533707972> 0> SapphCooking.IceTrayWater: DisplayCategory, FoodB.
[10-10-24 06:15:07.972] LOG  : General     , 1728533707972> 0> SapphCooking.BowlofQueso: DisplayCategory, FoodP.
[10-10-24 06:15:07.972] LOG  : General     , 1728533707972> 0> SapphCooking.Pot_CheeseCurds: DisplayCategory, FoodP.
[10-10-24 06:15:07.972] LOG  : General     , 1728533707972> 0> SapphCooking.Saucepan_Custard_Cooked: DisplayCategory, FoodP.
[10-10-24 06:15:07.972] LOG  : General     , 1728533707972> 0> SapphCooking.GrahamCrackersEvolved: DisplayCategory, FoodN.
[10-10-24 06:15:07.972] LOG  : General     , 1728533707972> 0> SapphCooking.MochiPrep: DisplayCategory, FoodN.
[10-10-24 06:15:07.972] LOG  : General     , 1728533707972> 0> SapphCooking.CachacaEmpty: DisplayCategory, Container.
[10-10-24 06:15:07.972] LOG  : General     , 1728533707972> 0> SapphCooking.IceCubes: DisplayCategory, FoodN.
[10-10-24 06:15:07.972] LOG  : General     , 1728533707972> 0> SapphCooking.Stuffed_BellPepper: DisplayCategory, FoodP.
[10-10-24 06:15:07.973] LOG  : General     , 1728533707973> 0> SapphCooking.LowballGlassMoscowMule: DisplayCategory, FoodN.
[10-10-24 06:15:07.973] LOG  : General     , 1728533707973> 0> SapphCooking.LiqueurWaterFull: DisplayCategory, FoodB.
[10-10-24 06:15:07.973] LOG  : General     , 1728533707973> 0> SapphCooking.Wooden_CheeseMoldsFull: DisplayCategory, FoodP.
[10-10-24 06:15:07.973] LOG  : General     , 1728533707973> 0> SapphCooking.GinWaterFull: DisplayCategory, FoodB.
[10-10-24 06:15:07.973] LOG  : General     , 1728533707973> 0> SapphCooking.ChurrosPlainEvolved: DisplayCategory, FoodP.
[10-10-24 06:15:07.973] LOG  : General     , 1728533707973> 0> SapphCooking.WokPan_YakisobaEvolved: DisplayCategory, FoodN.
[10-10-24 06:15:07.973] LOG  : General     , 1728533707973> 0> SapphCooking.PoutineBowlEvolved: DisplayCategory, FoodP.
[10-10-24 06:15:07.973] LOG  : General     , 1728533707973> 0> SapphCooking.PackofCandyCigarretes: DisplayCategory, FoodN.
[10-10-24 06:15:07.973] LOG  : General     , 1728533707973> 0> SapphCooking.Saucepan_InstantNoodles: DisplayCategory, FoodP.
[10-10-24 06:15:07.973] LOG  : General     , 1728533707973> 0> SapphCooking.CakeSlice_Strawberry: DisplayCategory, FoodP.
[10-10-24 06:15:07.973] LOG  : General     , 1728533707973> 0> SapphCooking.CachacaWaterFull: DisplayCategory, FoodB.
[10-10-24 06:15:07.973] LOG  : General     , 1728533707973> 0> SapphCooking.ColaBottleEmpty: DisplayCategory, Container.
[10-10-24 06:15:07.973] LOG  : General     , 1728533707973> 0> SapphCooking.Bowl_Puree: DisplayCategory, FoodP.
[10-10-24 06:15:07.973] LOG  : General     , 1728533707973> 0> SAPPHEATER.HeaterMag1: DisplayCategory, LitR.
[10-10-24 06:15:07.973] LOG  : General     , 1728533707973> 0> SAPPHEATER.HeaterMag2: DisplayCategory, LitR.
[10-10-24 06:15:07.973] LOG  : General     , 1728533707973> 0> SAPPHEATER.HeaterMag3: DisplayCategory, LitR.
[10-10-24 06:15:07.973] LOG  : General     , 1728533707973> 0> filcher.SFBeetPot: DisplayCategory, FoodN.
[10-10-24 06:15:07.973] LOG  : General     , 1728533707973> 0> filcher.CoffeeGrainsCooked: DisplayCategory, FoodN.
[10-10-24 06:15:07.974] LOG  : General     , 1728533707974> 0> filcher.CoffeeGrains: DisplayCategory, FoodN.
[10-10-24 06:15:07.974] LOG  : General     , 1728533707974> 0> filcher.Cauliflower: DisplayCategory, FoodP.
[10-10-24 06:15:07.974] LOG  : General     , 1728533707974> 0> filcher.TeaLeaves: DisplayCategory, FoodN.
[10-10-24 06:15:07.974] LOG  : General     , 1728533707974> 0> filcher.Beetroot: DisplayCategory, FoodP.
[10-10-24 06:15:07.974] LOG  : General     , 1728533707974> 0> filcher.SFBeetSyrupPot: DisplayCategory, FoodN.
[10-10-24 06:15:07.974] LOG  : General     , 1728533707974> 0> TAD.BobTA_Arm_Wave_Two_Mag: DisplayCategory, LitR.
[10-10-24 06:15:07.974] LOG  : General     , 1728533707974> 0> TAD.OpenKosmotsars: DisplayCategory, FoodN.
[10-10-24 06:15:07.974] LOG  : General     , 1728533707974> 0> MoreTraits.ZombPatty: DisplayCategory, FoodP.
[10-10-24 06:15:07.974] LOG  : General     , 1728533707974> 0> USMIL.emptyWaterCan0: DisplayCategory, Container.
[10-10-24 06:15:07.974] LOG  : General     , 1728533707974> 0> USMIL.emptyGasCan0: DisplayCategory, Container.
[10-10-24 06:15:07.974] LOG  : General     , 1728533707974> 0> USMIL.WaterCan0: DisplayCategory, FoodB.
[10-10-24 06:15:07.974] LOG  : General     , 1728533707974> 0> WellsConstruction.WellsConstructionMag: DisplayCategory, LitR.
[10-10-24 06:15:07.974] LOG  : General     , 1728533707974> 0> --- BetterSorting End ---.
[10-10-24 06:15:07.974] LOG  : General     , 1728533707974> 0> Base.Hat_M1_Helmet: Insulation, 0.22499999403953552.
[10-10-24 06:15:07.974] LOG  : General     , 1728533707974> 0> Base.Hat_M1_Helmet_Ori: Insulation, 0.22499999403953552.
[10-10-24 06:15:07.974] LOG  : General     , 1728533707974> 0> Base.Hat_FAST_Opscore: Insulation, 0.22499999403953552.
[10-10-24 06:15:07.974] LOG  : General     , 1728533707974> 0> Base.Hat_PSGT_Helmet: Insulation, 0.22499999403953552.
[10-10-24 06:15:07.974] LOG  : General     , 1728533707974> 0> Base.Hat_PSGT_Helmet_Camo: Insulation, 0.22499999403953552.
[10-10-24 06:15:07.975] LOG  : General     , 1728533707975> 0> Base.Hat_Gentex_Helmet: Insulation, 0.22499999403953552.
[10-10-24 06:15:07.975] LOG  : General     , 1728533707975> 0> Base.Hat_HGU56: Insulation, 0.22499999403953552.
[10-10-24 06:15:07.975] LOG  : General     , 1728533707975> 0> Base.Hat_HGU56_Visor: Insulation, 0.22499999403953552.
[10-10-24 06:15:07.975] LOG  : General     , 1728533707975> 0> Base.Viper_Helmet: Insulation, 0.22499999403953552.
[10-10-24 06:15:07.975] LOG  : General     , 1728533707975> 0> Base.Wolf_Helmet: Insulation, 0.22499999403953552.
[10-10-24 06:15:07.975] LOG  : General     , 1728533707975> 0> Base.Maska_1_Helmet: Insulation, 0.22499999403953552.
[10-10-24 06:15:07.975] LOG  : General     , 1728533707975> 0> Base.6B6_Helmet: Insulation, 0.22499999403953552.
[10-10-24 06:15:07.975] LOG  : General     , 1728533707975> 0> Base.1916_Helmet: Insulation, 0.22499999403953552.
[10-10-24 06:15:07.975] LOG  : General     , 1728533707975> 0> Base.1916_Helmet_ON: Insulation, 0.22499999403953552.
[10-10-24 06:15:07.975] LOG  : General     , 1728533707975> 0> Base.EOD_Helmet: Insulation, 0.22499999403953552.
[10-10-24 06:15:07.975] LOG  : General     , 1728533707975> 0> Base.Armor_Defender: Insulation, 0.12999999523162842.
[10-10-24 06:15:07.975] LOG  : General     , 1728533707975> 0> Base.Armor_Defender_Set: Insulation, 0.12999999523162842.
[10-10-24 06:15:07.975] LOG  : General     , 1728533707975> 0> Base.Bag_Plate_Carrier: Insulation, 0.06999999880790711.
[10-10-24 06:15:07.975] LOG  : General     , 1728533707975> 0> Base.Armor_6B13: Insulation, 0.12999999523162842.
[10-10-24 06:15:07.975] LOG  : General     , 1728533707975> 0> Base.Sheriff_Vest: Insulation, 0.12999999523162842.
[10-10-24 06:15:07.975] LOG  : General     , 1728533707975> 0> Base.Sheriff_Vest_Full: Insulation, 0.12999999523162842.
[10-10-24 06:15:07.975] LOG  : General     , 1728533707975> 0> Base.SET_Armor: Insulation, 0.12999999523162842.
[10-10-24 06:15:07.976] LOG  : General     , 1728533707976> 0> Base.SET_Armor_FULL: Insulation, 0.12999999523162842.
[10-10-24 06:15:07.976] LOG  : General     , 1728533707976> 0> Base.Wolf_Plate_Carrier: Insulation, 0.12999999523162842.
[10-10-24 06:15:07.976] LOG  : General     , 1728533707976> 0> Base.Wolf_Plate_Carrier_B: Insulation, 0.12999999523162842.
[10-10-24 06:15:07.976] LOG  : General     , 1728533707976> 0> Base.EOD_Armor: Insulation, 0.1899999976158142.
[10-10-24 06:15:07.976] LOG  : General     , 1728533707976> 0> Base.JUGG_Armor: Insulation, 0.1899999976158142.
[10-10-24 06:15:07.976] LOG  : General     , 1728533707976> 0> Base.Hunter_Armor: Insulation, 0.12999999523162842.
[10-10-24 06:15:07.976] LOG  : General     , 1728533707976> 0> Base.Armor_Dozer: Insulation, 0.1899999976158142.
[10-10-24 06:15:07.976] LOG  : General     , 1728533707976> 0> Base.EXO_Suit: Insulation, 0.12999999523162842.
[10-10-24 06:15:07.976] LOG  : General     , 1728533707976> 0> Base.EXO_Suit_ON: Insulation, 0.12999999523162842.
[10-10-24 06:15:07.976] LOG  : General     , 1728533707976> 0> Base.Ashe_Jacket: Insulation, 0.10499999821186065.
[10-10-24 06:15:07.976] LOG  : General     , 1728533707976> 0> Base.Ashe_Jacket_ON: Insulation, 0.10499999821186065.
[10-10-24 06:15:07.976] LOG  : General     , 1728533707976> 0> Base.Ashe_Cloak: Insulation, 0.10499999821186065.
[10-10-24 06:15:07.976] LOG  : General     , 1728533707976> 0> Base.Ashe_Cloak_ON: Insulation, 0.10499999821186065.
[10-10-24 06:15:07.976] LOG  : General     , 1728533707976> 0> Base.Ashe_Hat: Insulation, 0.04500000178813934.
[10-10-24 06:15:07.976] LOG  : General     , 1728533707976> 0> Base.Ashe_Jeans: Insulation, 0.10499999821186065.
[10-10-24 06:15:07.976] LOG  : General     , 1728533707976> 0> Base.Bandana_Mask: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.976] LOG  : General     , 1728533707976> 0> Base.Bandana_Mask_Half: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.976] LOG  : General     , 1728533707976> 0> Base.Bandana_Mask_Camo: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.977] LOG  : General     , 1728533707977> 0> Base.Bandana_Mask_Half_Camo: Insulation, 0.3.
[10-10-24 06:15:07.977] LOG  : General     , 1728533707977> 0> Base.Bandana_Mask_Other: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.977] LOG  : General     , 1728533707977> 0> Base.Bandana_Mask_Half_Other: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.977] LOG  : General     , 1728533707977> 0> Base.Balaclava_Mask_1: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.977] LOG  : General     , 1728533707977> 0> Base.Balaclava_Mask_2: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.977] LOG  : General     , 1728533707977> 0> Base.Balaclava_Mask_3: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.977] LOG  : General     , 1728533707977> 0> Base.Balaclava_Mask_4: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.977] LOG  : General     , 1728533707977> 0> Base.Balaclava_Mask_5: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.977] LOG  : General     , 1728533707977> 0> Base.Balaclava_Mask_6: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.977] LOG  : General     , 1728533707977> 0> Base.Scarf_Mask: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.977] LOG  : General     , 1728533707977> 0> Base.Scarf_Mask_ON: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.977] LOG  : General     , 1728533707977> 0> Base.Scarf_Mask_Camo: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.977] LOG  : General     , 1728533707977> 0> Base.Scarf_Mask_Camo_ON: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.977] LOG  : General     , 1728533707977> 0> Base.Scarf_Mask_Hunting: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.977] LOG  : General     , 1728533707977> 0> Base.Scarf_Mask_Hunting_ON: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.977] LOG  : General     , 1728533707977> 0> Base.Scarf_Mask_Casual: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.977] LOG  : General     , 1728533707977> 0> Base.Scarf_Mask_Casual_ON: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.977] LOG  : General     , 1728533707977> 0> Base.Scarf_Mask_Ashe: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.978] LOG  : General     , 1728533707978> 0> Base.Scarf_Mask_Ashe_ON: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.978] LOG  : General     , 1728533707978> 0> Base.Hunter_Mask: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.978] LOG  : General     , 1728533707978> 0> Base.Hunter_Mask_ON: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.978] LOG  : General     , 1728533707978> 0> Base.Chain_Mask: Insulation, 0.24000000357627868.
[10-10-24 06:15:07.978] LOG  : General     , 1728533707978> 0> Base.Suit_Chempak: Insulation, 0.3.
[10-10-24 06:15:07.978] LOG  : General     , 1728533707978> 0> Base.Chempak_Blauer: Insulation, 0.29700000286102296.
[10-10-24 06:15:07.978] LOG  : General     , 1728533707978> 0> Base.Chempak_Blauer_ON: Insulation, 0.29700000286102296.
[10-10-24 06:15:07.978] LOG  : General     , 1728533707978> 0> Base.Chempak_BRN: Insulation, 0.29700000286102296.
[10-10-24 06:15:07.978] LOG  : General     , 1728533707978> 0> Base.Chempak_BRN_ON: Insulation, 0.29700000286102296.
[10-10-24 06:15:07.978] LOG  : General     , 1728533707978> 0> Base.Chempak_Tychem: Insulation, 0.29700000286102296.
